simulated_net_pnl_inr
-81065.21803999988
340834.92857
65390.19881000002
156423.04977999986
144887.88449000005
91674.34110999982
415000.27678000013
149884.03644999996
173676.66610999996
544416.9402799999
-333431.11651
35451.81690000002
278365.15243
280046.3320399999
225657.58341000005
29968.57497000019
356689.5644400002
97744.08924000029
565219.0651900001
276531.9446800003
116878.34031000013
711858.38286
83182.38915000015
473501.0927100002
210343.94181
269785.8453199998
308158.5883899997
103438.44715000005
432964.0670400001
487182.9078599999
243060.61309
340445.76601999975
265677.9122
21739.478889999806
318071.7965899998
314832.69179
100283.19542
70053.56992000018
81052.00760999996
374280.5895799996
256604.43028000003
377562.44252
508221.30266000034
355507.6742199999
37959.23269999988
102754.88919800005
307431.19490000006
242219.33974999952
-97237.65336999987
168841.64237999998
348702.07812999963
234969.87010000032
192631.63062
51323.840799999794
542638.15197
189096.57654999988
77436.38288000032
77934.48282000012
48716.12978999985
161994.33543
1040.2806399999527
375406.6462500001
596965.9863999998
384245.32334000035
491834.65616
508597.09334
22798.611970000107
290851.2278799999
663870.6274600002
220368.95189000014
470804.16495999997
396536.0277099997
-51398.63010999983
508180.7020100001
333296.05769000045
380715.8269100002
408528.34303
212946.49362000017
445316.64997999975
162899.00391999996
42254.27581000001
59229.785339999915
105408.52273000003
172480.78287000026
-291875.1562299998
267753.1739600004
150502.49145
32639.023730000008
445670.3700400002
340582.6761700003
-59519.97257999981
119455.56998999993
126506.64193000023
367371.37345000013
308020.56497999997
285167.5103100002
470336.24452000024
205518.47750000004
241848.05743000007
258346.21583999984
319067.9442600001
226199.48589999968
429959.42980999994
181526.08154000033
447840.96474999975
205008.77875999993
-109468.81933999999
269292.00512000005
31238.949060000232
186018.19733000017
-244087.48199999987
-7969.521660000042
515773.5083599999
251884.81415000008
-29430.236040000218
245206.14300999994
291347.7243299997
156494.20549000005
100223.42406999988
404465.3884999998
143287.9514900001
146731.44334000017
174921.38067999994
157688.2696019997
-17080.610250000213
381826.71996
276072.49389999994
363441.0476800001
412618.5770000001
468769.75983000005
84680.92613999997
428552.2823400001
295861.46633000014
230378.32990999994
121306.20484000031
152966.39755000005
91347.11843999982
645399.83635
88816.68636000011
80170.74837000007
227729.65458000018
384378.13489000004
279530.49654
35834.91383000002
183290.69235999978
-322083.85124999995
570945.6954099997
370772.6784900002
156589.9449600001
267637.1905299999
440184.7413900002
77840.5374300002
44556.01280999991
-136331.52156000014
210273.56597999998
251092.88632000014
426675.52169999987
533601.7436
143032.1799100002
176740.12997999997
211524.96443999998
-94748.48068000001
527483.91708
108324.88861999985
267937.33679999976
231103.45479
123652.18396999962
281209.19125000015
370422.86368000007
280057.3119099996
610569.7936400002
130361.99302999994
-118477.96890000007
533286.0053599998
432572.97157000005
387322.8505099997
344524.82297000004
107233.52776999986
66399.95048000006
66328.8884199997
334677.2850599999
65757.49042000007
-76414.78882999999
151658.07128999996
282124.60163
367660.1397399997
-112324.80537999996
170100.43587000022
27424.69575999995
200479.77191000016
307670.1527699997
335090.7529200004
321490.2101299999
157224.29376000018
289998.95544999995
177432.55211000008
323250.8864660002
97545.37561999974
228576.2520500001
280831.30861000024
720807.1621600001
308207.49983000004
176967.06324999995
512455.13613999996
165227.82295999987
346160.94908000005
131213.10700999975
377725.19522999984
199922.73662999982
441997.7832700001
442454.9589799998
383140.9558299999
260761.15706000006
260923.57871000012
379830.8077299996
494275.33109000005
-60600.12417000037
195616.74125
91681.32521000014
-62645.49503000016
-33830.85092000009
597201.31627
416113.79073000007
284772.60547999985
50486.39275999977
369317.37889000005
336078.38546999986
-84437.01010999993
194766.76561000003
122116.02779000024
123440.37713999991
245686.32715000006
84461.96990000017
345501.35889000015
275683.3716299999
153782.96470000016
357678.62770000007
159121.8705200002
83875.92433000005
-66817.93205999992
229581.1415599999
385837.31378000055
828848.2459399998
478634.2656100002
35687.334610000165
215870.91418999998
53210.426719999996
198813.61896999998
352473.8131900001
178560.0175100002
450355.27663000004
407074.9496699996
83373.41956000013
332766.0295999999
572053.8305700001
212109.87304000003
470313.86446000007
149385.78275000004
153032.86078000005
420518.3269899998
278989.92676999996
247946.8019699999
358859.21047999983
518970.32954999956
333500.5893300002
-57671.76882999995
364054.5313800001
65830.37060000002
210856.16420000003
321444.7615800001
239342.9460800002
581014.87731
316956.19141000014
551600.1950699997
53315.03468000016
201992.4160400002
158674.5581100001
-84015.07587999977
171804.89263999995
223507.2463000002
184470.52940999984
67216.60272999997
499847.49874000024
-72775.33895400008
163751.42374000003
96452.38792000007
61600.57206000002
242014.87011000016
34410.17222999994
-60619.539529999936
281844.55058000004
193243.93905999977
604345.6400599999
165163.41137000016
248293.7750900002
356770.98065
226314.91549999992
411721.5192300001
500579.6512800001
-28803.142240000045
220816.40263999984
326873.5485799996
43544.20902000013
268221.5990099999
33661.57047000025
104469.80687999999
-138932.5607899999
320889.4917100001
239082.8471099996
39138.3996299999
180977.1950899999
94275.5582239997
330742.23929000006
410434.98500000004
304637.49448
79558.55830000009
-65305.56151999982
363798.5146800001
395829.9333900002
114610.68983999988
396312.56006000016
261429.83102
295895.3671499999
481476.8103499998
392574.93841000006
351868.20314
543811.2424400002
96316.94982000008
287591.26141999994
227624.32644000015
66817.06697000004
140792.01175000012
145911.77996000007
431823.83934000006
390566.39477
499622.63626999996
419125.25930000003
266952.12711999996
-135358.58837000007
333827.55887
260063.87400000013
152475.02487999992
95418.36675000022
392243.26718
135011.2167300002
433030.84083
205260.28538999974
252984.86343000023
233173.10499999995
101184.24320000014
268094.0756899999
151489.36850000033
242907.95631999988
252659.36567000006
167857.60578999977
231852.3053700001
240697.29078999988
63400.01859799993
317229.10363999975
109942.86820000014
262867.22974000004
373078.8562499999
430726.0009600001
426935.09078000026
101830.6149100001
279937.0683200002
288970.6211400001
128539.82946000002
173436.73759999996
179900.88102000023
589625.2868899998
349155.3042500001
219964.0161699999
-106578.33815999984
17648.827330000047
765785.6808199999
606561.9871600001
291665.67149000004
73966.54776000002
218132.12874999986
395542.83853999997
396660.66478000017
177190.92042999997
-14033.72070999998
134101.42974999975
191331.07493999993
252550.77825999982
421842.0547900001
162336.04634000006
562528.4830199998
360094.31943000015
250169.27641999995
446484.74697000015
389508.28487999976
350769.59273000015
237144.71217999997
463244.3073399998
407866.4479400001
703108.5602799997
419648.6440800002
182925.7879600001
98051.09206000007
376163.12984999997
329780.10073000024
204652.2532700001
141526.0636499999
273878.7431800001
-153588.9224199997
312584.48073
-122473.62913999995
-19127.634309999827
-657.8307200003201
-164328.3696499997
126611.96410999993
421827.77468000015
356448.4970900001
138982.55392000015
284790.7023700001
-159855.26324000006
339637.3573599997
66471.91337000007
423339.5267200001
64841.79593000006
136456.98513
499195.4373699998
491366.76244
264599.86532000016
546342.8913800002
11854.95295400002
404081.92634999985
38638.89361999992
465481.04657000006
266490.74905999977
498507.81566
170082.84759999998
217407.33489999978
225631.41788000014
245175.36387999996
354417.7759300003
35498.2397300003
297301.06028999976
231405.13847999982
252769.99324
254984.86585999996
224504.01764999982
471839.5017980001
309184.81381999986
145612.28179000024
301663.88555000036
341188.58376999997
227067.9937000001
527899.5816999997
23073.186720000045
-89426.03580999987
245231.96488000036
457173.96039999975
145300.5383400001
304573.38196999993
450925.9769499997
344786.2362999998
251409.0626099999
127387.70227999985
90833.5679800002
497107.5311400002
616996.1447400003
130434.8784199998
118798.3789000002
73717.11982999992
-37976.95723999997
99274.10290999991
137408.67600999988
337464.07168999995
-5829.817919999881
264213.0950399999
232320.37017999988
23823.237860000125
223112.94344000015
64392.18099000011
109003.05796000015
100585.73059999982
20260.26719999983
76993.9029199999
429379.4966200001
86299.15033999988
376090.83555
190602.84137999982
-41052.715759999875
492415.54617999995
-101621.36830000006
333535.2303999996
216540.4803699998
137189.42486000014
308021.4118699997
371175.96209000016
196779.11082000018
374794.9884299999
79855.34224000026
386976.20090999996
96404.63063000007
430693.9090699996
325175.01320999995
703197.6312399998
366225.15927000035
272581.87397999945
281466.4672500001
30394.24320000009
233027.89309000017
100746.51094999995
198286.2229399999
249807.04355999985
192031.32313000024
319193.9507100001
197042.34120799985
214592.7792000002
445893.36098000006
96241.84583000011
186562.96461999984
-7611.675759999857
300090.86325999984
282359.86481999984
374733.97059999994
404901.99547000014
225005.74098000038
534372.0757500001
150477.53273999985
90896.4524500001
39290.07067000002
316226.1147599997
350656.84510000004
200907.5956099999
-75425.2687799998
476129.8144599997
438737.2533300001
159787.3143599996
379664.55836
257818.81779
45682.11480999999
-61703.82993999982
443081.52894999983
19909.158310000115
343059.47687999974
384127.23793000024
244757.84225999992
443885.3264300003
419136.7537
401449.65405
446109.0722800003
306792.5372699999
278614.3174399998
388326.3468800001
288713.3197000002
134507.44568000006
167561.2562399999
234333.3714200001
244396.06445000015
-13411.042060000189
428543.6971299998
387846.72805999976
98008.82929000002
27901.609079999973
120589.63915000022
316147.8328299999
501598.5398500002
